2026-08-06 17:37:37,701 INFO diagnostics active
2026-08-06 17:37:37,997 INFO stage: fire
2026-08-06 17:37:37,999 INFO FireSVMDetector.fit() starting
2026-08-06 17:37:38,528 INFO fire-train frames: 500 items, 0.5s elapsed
2026-08-06 17:37:38,940 INFO fire-train frames: 1000 items, 0.9s elapsed
2026-08-06 17:37:39,342 INFO fire-train frames: 1500 items, 1.3s elapsed
2026-08-06 17:37:39,718 INFO fire-train frames: 2000 items, 1.7s elapsed
2026-08-06 17:37:40,183 INFO fire-train frames: 2500 items, 2.2s elapsed
2026-08-06 17:37:40,623 INFO fire-train frames: 3000 items, 2.6s elapsed
2026-08-06 17:37:41,087 INFO fire-train frames: 3500 items, 3.1s elapsed
2026-08-06 17:37:41,585 INFO fire-train frames: 4000 items, 3.6s elapsed
2026-08-06 17:37:42,050 INFO fire-train frames: 4500 items, 4.1s elapsed
2026-08-06 17:37:42,530 INFO fire-train frames: 5000 items, 4.5s elapsed
2026-08-06 17:37:43,055 INFO fire-train frames: 5500 items, 5.1s elapsed
2026-08-06 17:37:43,577 INFO fire-train frames: 6000 items, 5.6s elapsed
2026-08-06 17:37:45,186 INFO fire-train frames: 6500 items, 7.2s elapsed
2026-08-06 17:37:45,677 INFO fire-train frames: 7000 items, 7.7s elapsed
2026-08-06 17:37:46,176 INFO fire-train frames: 7500 items, 8.2s elapsed
2026-08-06 17:37:46,545 INFO fire-train frames: 8000 items, 8.5s elapsed
2026-08-06 17:37:47,008 INFO fire-train frames: 8500 items, 9.0s elapsed
2026-08-06 17:37:47,454 INFO fire-train frames: 9000 items, 9.5s elapsed
2026-08-06 17:37:48,010 INFO fire-train frames: 9500 items, 10.0s elapsed
2026-08-06 17:37:48,158 INFO fire-train frames: 10000 items, 10.2s elapsed
2026-08-06 17:37:48,308 INFO fire-train frames: 10500 items, 10.3s elapsed
2026-08-06 17:37:48,484 INFO fire-train frames: 11000 items, 10.5s elapsed
2026-08-06 17:37:48,614 INFO fire-train frames: 11500 items, 10.6s elapsed
2026-08-06 17:37:48,762 INFO fire-train frames: 12000 items, 10.8s elapsed
